"",molecularweight,xlogp,hydrogenbonddonorcount,hydrogenbondacceptorcount,polarsurfacearea,formalcharge,numrings,rotatablebondcount,refractivity,logpsolubility,ro5,ghose,veber,blood,skin,brain,testis,adipose tissue,muscle,nerve,blood vessel,heart,lung,esophagus,kidney,thyroid,uterus,pancreas,vagina,stomach,adrenal gland,colon,prostate,spleen,liver,ovary,breast,bladder,small intestine,salivary gland,lossfreq,maxbtwn,maxdegree,ntargets,wqed,result
258,Haloperidol,375.140134897,3.66111380066667,1,3,40.54,0,3,6,102.5919,0.00446,0,0,1,0.0,0.0,4.75,0.0,0.0,0.0,3.1260000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.394230769230769,72225.0238421342,90,5,0.217,passed
259,Levallorphan,283.193614427,3.75536730179138,1,2,23.47,0,4,2,87.2436,0.0252,0,0,0,4.46,0.0,4.6110000000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.671052631578947,7996.63688473355,32,1,0.168,passed
260,Triflupromazine,352.12210392300005,4.80880404766667,0,2,6.48,0,3,5,94.9252,0.0018,0,0,0,0.0,0.0,4.66,0.0,0.0,0.0,0.0,0.0,0.0,4.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.394230769230769,47272.597854723,40,5,0.498,passed
263,Dextromethorphan,271.19361442900004,3.49377435066667,0,2,12.47,0,4,1,82.5632,0.00851,0,0,0,0.0,4.305,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.431952662721893,777.319004858412,12,4,0.22899999999999998,passed
265,Albendazole,265.08849742900003,3.204525031,2,3,67.01,0,2,5,73.0091,0.0228,0,0,1,4.444,4.5139999999999985,4.533,3.052,0.0,4.542,0.0,0.0,3.887,4.475,0.0,0.0,0.0,4.449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,152937.28338366598,312,1,0.304,passed
266,Trandolapril,430.24677220800004,1.9473587942916102,2,5,95.94,0,3,10,115.7878,0.0207,0,0,1,3.7,0.0,4.893,4.862,0.0,3.5010000000000003,0.0,4.671,4.743,4.626,0.0,3.722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.588,0.0,0.0,0.0,3.315,0.0,0.574117647058824,370.08476391070997,8,1,0.45399999999999996,passed
267,Carteolol,292.178692644,1.4181688769999998,3,4,70.59,0,2,6,83.1416,0.42100000000000004,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.457627118644068,89139.86205324471,74,2,0.435,passed
268,Metolazone,365.06008979,2.94358053566667,2,4,92.5,0,3,2,94.5879,0.0407,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.074,0.0,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.493055555555556,385.740465761345,6,2,0.435,passed
269,Cinchocaine,343.225977187,3.698162542,1,4,54.46,0,2,10,102.12100000000001,0.0389,0,0,1,0.0,0.0,4.499,0.0,0.0,3.418,0.0,0.0,4.695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.234,0.0,0.544354838709677,1274114.41087933,614,3,0.33299999999999996,passed
270,Cefdinir,395.03580993099996,-1.66898809859055,4,8,158.21,0,3,5,94.3449,0.0878,0,1,1,4.988,0.0,4.134,0.0,0.0,0.0,0.0,0.0,3.079,3.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.247,0.0,0.0,4.621,0.0,0.0,0.0,0.0,0.0,0.5212765957446811,8342.96953680255,82,1,0.765,passed
271,Guanidine,59.048347175,-1.236839015,3,3,75.89,0,0,0,25.8588,11.5,0,1,1,3.04,0.0,4.934,0.0,4.646,4.66,0.0,0.0,3.971,3.49,3.235,3.277,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.0,0.0,4.884,0.0,0.0,0.0,0.0,0.0,0.6132075471698111,404986.390101306,436,4,0.775,passed
272,Nortriptyline,263.167399677,4.42648697766667,1,1,12.03,0,3,3,96.2125,0.000874,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.546511627906977,29748.1104816449,30,2,0.435,passed
273,Amoxapine,313.098189856,3.07755449466667,1,3,36.86,0,4,0,89.8164,0.171,0,0,0,4.578,0.0,4.647,0.0,0.0,0.0,0.0,0.0,0.0,4.445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.516666666666667,47272.597854723,40,2,0.435,passed
274,Fluorouracil,130.017855555,-0.65584809,2,2,58.2,0,1,0,26.1722,5.86,0,1,1,0.0,4.445,3.32,3.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.199,0.0,0.0,3.049,0.0,0.0,0.0,0.0,0.0,0.536585365853659,0.0,2,1,0.507,failed
275,Pyridostigmine,181.09770267,-3.46672739880508,0,1,33.42,1,1,2,49.659,1.04,0,1,0,4.54,0.0,4.927,0.0,0.0,3.796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.565445026178011,51784.0228675716,20,2,0.556,passed
276,Adinazolam,351.125073308,2.2407,0,4,46.31,0,4,3,112.30799999999999,0.0672,0,0,1,0.0,0.0,4.977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.561151079136691,93335.0377589151,584,16,0.272,failed
277,Desoximetasone,376.204987621,2.35104107266667,2,4,74.6,0,4,2,101.1699,0.031,0,0,1,3.254,0.0,4.4910000000000005,0.0,3.125,3.194,0.0,0.0,0.0,3.132,0.0,4.629,0.0,4.564,0.0,0.0,0.0,3.417,0.0,0.0,0.0,4.657,0.0,0.0,0.0,0.0,0.0,0.350282485875706,256392.74781158,268,1,0.225,passed
281,Hydroxyzine,374.176105825,3.41296950533333,1,4,35.94,0,3,8,107.0742,0.0914,0,0,0,0.0,0.0,4.79,0.0,0.0,3.278,0.0,0.0,4.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3921568627450979,0.0,0,2,0.435,passed
283,Benzthiazide,430.98349572800004,1.8407870076666697,2,6,118.69,0,3,5,104.1407,0.0129,0,0,1,4.599,0.0,4.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.087,0.0,0.0,0.0,0.0,3.486,0.0,3.318,0.0,0.0,4.626,4.526,0.0,4.54,3.127,0.0,0.558823529411765,27332.2638012188,26,6,0.25,passed
284,Methotrexate,454.171315854,-0.504557264286736,5,12,210.54,0,3,9,119.2108,0.171,1,0,1,0.0,4.672,4.94,4.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.43,0.0,0.0,0.0,0.0,0.0,0.0,4.588,0.0,0.0,0.0,0.0,0.0,0.703703703703704,4335.9897202210905,28,1,0.7340000000000001,failed
286,Cinnarizine,368.225248906,5.88039114,0,2,6.48,0,4,6,119.8648,0.00172,1,1,0,0.0,0.0,4.76,0.0,0.0,4.663,0.0,0.0,4.654,4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.543539325842697,40315.942296751804,104,9,0.409,passed
287,Vinblastine,810.4203794739999,4.183145288,3,9,154.1,0,9,10,222.4206,0.0169,1,1,1,3.353,3.382,4.674,4.855,3.748,4.072,3.219,0.0,3.89,4.432,0.0,3.774,3.221,4.853,4.618,0.0,3.727,3.269,3.4330000000000003,3.87,3.313,3.717,4.788,0.0,3.175,0.0,0.0,0.857142857142857,1190269.71032622,1664,2,0.435,passed
288,Atropine,289.167793607,1.57124101666667,1,3,49.77,0,3,5,80.8164,2.52,0,0,1,0.0,0.0,4.566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27102803738317804,23664.9424901665,22,4,0.155,passed
289,Fenoprofen,242.09429431400002,3.65426756666667,1,2,46.53,0,2,4,68.1809,0.0811,0,0,1,3.169,0.0,4.673,0.0,3.465,3.505,0.0,0.0,3.44,0.0,0.0,3.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.759,0.0,0.0,0.0,0.0,0.0,0.47058823529411803,8170.88863179302,30,2,0.11599999999999999,passed
290,Clonidine,229.017352717,2.48508870366667,2,3,36.42,0,2,1,59.0888,0.48,0,0,0,0.0,0.0,4.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55625,2815.5179925905604,20,3,0.22399999999999998,passed
291,Mazindol,284.071640755,3.4352790006666702,1,3,35.83,0,4,1,79.4221,0.139,0,0,0,4.578,0.0,4.647,0.0,0.0,0.0,0.0,0.0,0.0,4.445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.438271604938272,899.3097246619529,16,3,0.126,passed
293,Enalapril,376.199822016,0.58777660288202,2,5,95.94,0,2,10,99.5746,0.213,0,0,1,3.7,0.0,4.893,4.862,0.0,3.5010000000000003,0.0,4.671,4.743,4.626,0.0,3.722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.588,0.0,0.0,0.0,3.315,0.0,0.574117647058824,370.08476391070997,8,2,0.435,passed
295,Diclofenac,295.016684015,4.25900923333333,2,3,49.33,0,2,4,75.4614,0.00447,0,0,1,4.655,3.0780000000000003,4.667,0.0,0.0,0.0,0.0,0.0,0.0,4.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48648648648648707,23283.5032271073,30,7,0.16399999999999998,passed
298,Lisuride,338.210661474,2.169228714,2,2,51.37,0,4,3,101.8121,0.14,0,0,1,4.44,0.0,0.0,4.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5576923076923079,47272.597854723,40,14,0.09699999999999999,passed
299,Doxazosin,451.185568935,2.1357590319999997,1,9,112.27,0,5,4,121.6383,0.79,0,0,1,0.0,0.0,4.79,0.0,0.0,3.278,0.0,0.0,4.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,48947.9770023894,22,6,0.36,passed
302,Amiloride,229.04788562,-0.890369116666667,4,8,159.29,0,1,1,56.6884,1.22,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.642,0.0,4.6530000000000005,0.0,0.0,0.0,0.0,0.0,0.0,4.5139999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46456692913385794,44423.3569193904,86,6,0.638,passed
304,Labetalol,328.178692644,1.8865051835137998,4,4,95.58,0,2,8,94.7152,0.0057799999999999995,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495495495495495,89139.86205324471,74,4,0.40700000000000003,passed
305,Thiopental,242.10889852,2.783120831,2,2,58.2,0,1,4,65.9938,0.0398,0,0,1,0.0,4.305,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52991452991453,24492.452656767597,46,11,0.41200000000000003,passed
308,Sulindac,356.088243305,2.92615463766667,1,3,54.37,0,3,4,99.5588,0.0251,0,0,1,0.0,0.0,4.892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.568181818181818,163278.138576242,254,2,0.435,passed
309,Cyclothiazide,389.02707510199997,0.943913855333333,3,5,118.36,0,4,2,92.6485,0.27899999999999997,0,0,1,4.599,0.0,4.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.087,0.0,0.0,0.0,0.0,3.486,0.0,3.318,0.0,0.0,4.626,4.526,0.0,4.54,3.127,0.0,1.0,27332.2638012188,26,4,0.34,passed
310,Chloroquine,319.181525554,3.9338811413333303,1,3,28.16,0,2,8,96.42299999999999,0.0175,0,0,0,4.833,3.042,3.339,0.0,3.156,3.254,3.024,3.448,3.418,3.746,0.0,3.143,0.0,0.0,0.0,0.0,0.0,0.0,3.027,0.0,3.676,3.536,0.0,0.0,0.0,0.0,0.0,0.58695652173913,93129.169026476,156,2,0.28300000000000003,passed
311,Bisoprolol,325.225308485,2.19640338,2,5,59.95,0,1,12,92.1535,0.0707,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.457627118644068,89139.86205324471,74,2,0.42200000000000004,passed
313,Rifabutin,846.441508846,4.18644405052113,5,13,205.55,0,6,5,232.6445,0.017,1,1,1,4.952,4.881,4.999,4.962,3.643,4.232,3.199,0.0,4.917,4.945,4.643,4.832,3.079,3.467,4.635,0.0,4.462,3.424,3.497,4.869,3.73,4.98,4.574,0.0,3.597,0.0,3.023,0.503311258278146,1511257.17005207,1958,2,0.736,passed
314,Candoxatril,515.288302671,4.679150365,2,6,111.16,0,4,13,138.1581,0.00225,1,1,1,3.7,0.0,4.893,4.862,0.0,3.5010000000000003,0.0,4.671,4.743,4.626,0.0,3.722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.588,0.0,0.0,0.0,3.315,0.0,0.574117647058824,46352.975563719,30,2,0.435,failed
316,Imatinib,493.259008649,4.377673055,2,7,86.28,0,5,7,148.9293,0.0146,0,1,1,3.1710000000000003,3.429,4.838,0.0,0.0,0.0,0.0,0.0,0.0,4.533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.513,0.0,0.0,0.0,0.0,0.0,0.5285714285714289,1016222.46994646,518,8,0.5920000000000001,failed
317,Triamcinolone,394.179166801,0.241693246333333,4,6,115.06,0,4,2,99.3828,0.847,0,0,1,3.254,0.0,4.4910000000000005,0.0,3.125,3.194,0.0,0.0,0.0,3.132,0.0,4.629,0.0,4.564,0.0,0.0,0.0,3.417,0.0,0.0,0.0,4.657,0.0,0.0,0.0,0.0,0.0,0.350282485875706,256392.74781158,268,2,0.435,passed
318,Nicardipine,479.205635675,3.5586119213333305,1,6,113.69,0,3,11,134.7964,0.00247,0,1,1,0.0,0.0,4.588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.296,0.0,0.0,0.0,0.0,0.0,0.546511627906977,1274114.41087933,614,15,0.708,passed
319,Fluphenazine,437.174867774,3.96582161466667,1,4,29.95,0,4,7,117.2676,0.019,0,0,0,0.0,0.0,4.66,0.0,0.0,0.0,0.0,0.0,0.0,4.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.394230769230769,1274114.41087933,614,3,0.535,passed
320,Bacitracin,1421.7489410229998,-6.83751987876902,17,20,530.87,0,4,31,363.1393,0.0245,1,1,1,3.053,4.816,4.9110000000000005,4.573,3.4,4.057,0.0,4.442,4.009,4.82,0.0,3.965,0.0,4.747,3.4960000000000004,0.0,3.748,0.0,3.354,4.845,4.682,4.982,3.5810000000000004,0.0,3.874,0.0,0.0,0.4789915966386551,158871.06916128,136,2,0.9640000000000001,passed
321,Guanabenz,230.01260169,1.713098971,2,4,76.76,0,1,2,58.1526,0.0889,0,0,1,4.44,0.0,0.0,4.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.516666666666667,2815.5179925905604,20,1,0.536,passed
323,Clofibrate,242.070972053,3.401834674,0,2,35.53,0,1,5,62.1355,0.028999999999999998,0,0,0,3.169,0.0,4.673,0.0,3.465,3.505,0.0,0.0,3.44,0.0,0.0,3.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.759,0.0,0.0,0.0,0.0,0.0,0.45967741935483897,52797.2904090132,80,2,0.435,passed
324,Simvastatin,418.271924326,4.458201216333331,1,3,72.83,0,3,7,117.6834,0.0122,0,0,1,4.548,0.0,4.976,4.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.674,0.0,0.0,0.0,0.0,0.0,0.40410958904109595,267863.878285876,172,2,0.381,passed
325,Mebendazole,295.09569129700003,3.2601085446666698,2,4,84.08,0,3,4,81.5039,0.0387,0,0,1,4.444,4.5139999999999985,4.533,3.052,0.0,4.542,0.0,0.0,3.887,4.475,0.0,0.0,0.0,4.449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,152937.28338366598,312,2,0.435,passed
327,Dyclonine,289.204179113,3.67599844,0,3,29.54,0,2,8,87.068,0.046,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.544354838709677,311.923861315267,4,2,0.435,passed
328,Mitotane,317.953661148,6.11036479133333,0,0,0.0,0,2,3,79.9654,9.42e-06,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.396,0.0,3.559,0.0,0.0,0.0,3.18,0.0,3.378,3.315,4.8,0.0,0.0,0.0,0.547619047619048,798.773151681313,8,2,0.435,passed
330,Dyphylline,254.10150495599999,-1.8660825456666699,2,5,98.9,0,2,3,62.086000000000006,14.3,0,1,1,0.0,0.0,4.961,3.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5550458715596329,2345.31828400441,22,8,0.375,passed
331,Pentazocine,285.209264491,3.89362004607709,1,2,23.47,0,3,2,89.7993,0.122,0,0,0,4.46,0.0,4.6110000000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.671052631578947,7996.63688473355,32,3,0.188,passed
333,Estrone,270.161979948,4.309029034,1,2,37.3,0,4,0,79.0824,0.00394,0,0,0,3.181,0.0,0.0,4.589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.612,0.0,0.0,0.0,0.0,0.0,0.32544378698224896,1307522.3643883,656,1,0.228,passed
334,Mecamylamine,167.16739967700002,2.37363975966667,1,1,12.03,0,2,1,51.8325,0.124,0,0,0,0.0,4.305,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47766439909297104,2.6666666666666696,4,1,0.368,passed
335,Verapamil,454.283157714,5.043185821000001,0,6,63.95,0,2,13,132.6479,0.00394,1,1,1,0.0,0.0,4.76,0.0,0.0,4.663,0.0,0.0,4.654,4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.543539325842697,48947.9770023894,104,16,0.5870000000000001,passed
337,Nilutamide,317.062340438,2.250776846,1,4,95.23,0,2,3,68.226,0.00419,0,0,1,4.575,0.0,4.581,3.127,0.0,3.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.067,0.0,0.0,0.0,0.0,0.0,4.763,0.0,4.71,3.065,0.0,0.0,0.0,0.0,0.5977011494252871,938299.3253165891,488,1,0.478,passed
340,Epinephrine,183.089543287,-0.429529285017132,4,4,72.72,0,1,3,49.2303,18.6,0,1,1,4.833,3.042,3.339,0.0,3.156,3.254,3.024,3.448,3.418,3.746,0.0,3.143,0.0,0.0,0.0,0.0,0.0,0.0,3.027,0.0,3.676,3.536,0.0,0.0,0.0,0.0,0.0,0.7272727272727271,89139.86205324471,74,2,0.435,passed
342,Chlorpropamide,276.033540689,1.94139044933333,2,3,75.27,0,1,3,65.4326,0.157,0,0,1,0.0,0.0,4.606,0.0,0.0,0.0,0.0,0.0,4.517,0.0,0.0,0.0,0.0,0.0,4.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45927601809954705,9525.18525247655,12,1,0.11199999999999999,passed
343,Tamoxifen,371.224914555,6.35122195566667,0,2,12.47,0,3,8,128.4308,0.0010199999999999999,1,1,0,4.612,4.501,4.652,3.967,0.0,0.0,0.0,0.0,0.0,3.806,0.0,3.222,0.0,3.687,4.324,0.0,0.0,0.0,0.0,3.488,0.0,4.715,0.0,0.0,0.0,0.0,0.0,0.429347826086957,1307522.3643883,656,2,0.545,passed
344,Losartan,422.162187095,5.08490728233333,2,5,92.51,0,4,8,131.8496,0.0047,1,1,1,4.56,0.0,4.533,0.0,0.0,3.006,0.0,0.0,3.07,0.0,0.0,3.1910000000000003,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,4.623,0.0,0.0,0.0,0.0,0.0,0.417391304347826,57113.4254688706,48,1,0.564,passed
345,Thioridazine,370.15374022199995,5.469305906000001,0,2,6.48,0,4,4,113.5226,0.0008550000000000001,1,0,0,0.0,0.0,4.79,0.0,0.0,3.278,0.0,0.0,4.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495495495495495,48947.9770023894,40,6,0.589,passed
346,Warfarin,308.104859,2.74470736233333,1,3,63.6,0,3,4,86.8601,0.0472,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.732,0.0,0.0,0.0,3.107,0.0,0.509803921568627,0.0,0,1,0.41100000000000003,failed
348,Fludrocortisone,380.19990224300005,1.3187733636666699,3,5,94.83,0,4,2,96.928,0.22399999999999998,0,0,1,3.254,0.0,4.4910000000000005,0.0,3.125,3.194,0.0,0.0,0.0,3.132,0.0,4.629,0.0,4.564,0.0,0.0,0.0,3.417,0.0,0.0,0.0,4.657,0.0,0.0,0.0,0.0,0.0,0.5977011494252871,938299.3253165891,488,3,0.327,passed
349,Moexipril,498.23660145199995,1.50212167968485,2,7,114.4,0,3,12,132.8822,0.00585,0,1,1,3.7,0.0,4.893,4.862,0.0,3.5010000000000003,0.0,4.671,4.743,4.626,0.0,3.722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.588,0.0,0.0,0.0,3.315,0.0,0.574117647058824,8041.724323345071,8,2,0.573,passed
350,Phentolamine,281.152812245,2.5151081762943903,2,4,47.86,0,3,4,84.2513,0.272,0,0,1,0.0,0.0,4.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.516666666666667,2815.5179925905604,20,2,0.096,passed
351,Daunorubicin,527.179146153,1.73369314103054,5,11,185.84,0,5,4,132.8915,0.627,1,1,1,0.0,0.0,3.665,4.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.966,3.286,0.0,0.0,0.0,0.0,0.44966442953020097,13574.609164536201,80,2,0.757,passed
352,Furosemide,330.007719869,1.74840205866667,3,5,122.63,0,2,5,77.4742,0.11800000000000001,0,0,1,4.599,0.0,4.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.087,0.0,0.0,0.0,0.0,3.486,0.0,3.318,0.0,0.0,4.626,4.526,0.0,4.54,3.127,0.0,0.495283018867925,27332.2638012188,26,2,0.222,passed
353,Ergotamine,581.263819255,2.5976973103466,3,6,118.21,0,8,4,160.1678,0.223,1,1,1,0.0,0.0,4.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55625,39011.4658066726,40,10,0.563,passed
354,Tizanidine,253.01889367799998,2.024673073,2,5,62.2,0,3,1,64.7664,0.133,0,0,1,0.0,0.0,4.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55625,2815.5179925905604,168,4,0.192,passed
356,Eplerenone,414.204238692,2.33141288533333,0,4,82.2,0,6,2,106.6777,0.00903,0,0,1,4.585,0.0,3.144,0.0,0.0,0.0,0.0,0.0,4.598,0.0,0.0,4.649,0.0,0.0,0.0,0.0,0.0,3.3360000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.511627906976744,2.39274522516213,6,1,0.491,passed
357,Methazolamide,236.003781522,-0.593433132,1,6,105.19,0,1,1,51.2971,1.74,0,1,1,4.599,0.0,4.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.087,0.0,0.0,0.0,0.0,3.486,0.0,3.318,0.0,0.0,4.626,4.526,0.0,4.54,3.127,0.0,0.5473684210526321,27332.2638012188,26,4,0.27699999999999997,passed
